@rel(Associated_To)
@from(EVC)key|@to(EVCNode)key
VPWS:25344|10.204.83.89/VPWS:25344
VPLS:32270|10.204.85.62/VPLS:32270
VPWS:27171|10.204.85.37/VPWS:27171
VPLS:29680|143.0.68.184/VPLS:29680
VPLS:29143|143.0.68.230/VPLS:29143
L2CKT:22013|10.204.65.135/L2CKT:22013
VPLS:31778|10.204.134.216/VPLS:31778
VPWS:29897|192.168.113.47/VPWS:29897
VPWS:25972|10.204.83.211/VPWS:25972
VPLS:29611|10.144.0.147/VPLS:29611
VPWS:24018|10.144.0.137/VPWS:24018
VPLS:52610|12.82.0.62/VPLS:52610
VPWS:31674|143.0.68.248/VPWS:31674
VPLS:32086|10.204.144.70/VPLS:32086
VPLS:28490|10.204.83.98/VPLS:28490
L2CKT:29459|10.204.132.81/L2CKT:29459
L2CKT:32445|143.0.68.242/L2CKT:32445
VPWS:30068|143.0.68.240/VPWS:30068
VPLS:26461|10.204.84.125/VPLS:26461
VPWS:23721|148.0.131.182/VPWS:23721
VPLS:22400|12.123.80.214/VPLS:22400
L2CKT:29275|10.204.132.81/L2CKT:29275
VPWS:29189|10.204.132.87/VPWS:29189
VPWS:29745|10.204.11.42/VPWS:29745
VPWS:28385|150.0.0.215/VPWS:28385
VPLS:23583|10.204.82.173/VPLS:23583
VPWS:30504|10.204.11.141/VPWS:30504
VPLS:25846|10.204.83.246/VPLS:25846
VPWS:26039|10.204.83.211/VPWS:26039
L2CKT:22017|12.123.80.197/L2CKT:22017
VPLS:29702|10.204.132.97/VPLS:29702
VPLS:31302|192.168.113.67/VPLS:31302
VPLS:22079|10.204.80.210/VPLS:22079
VPLS:17351|72.44.12.28/VPLS:17351
VPLS:63138|10.204.90.188/VPLS:63138
VPWS:25759|143.0.68.46/VPWS:25759
VPWS:22460|12.123.80.214/VPWS:22460
VPWS:29277|10.204.10.142/VPWS:29277
VPLS:31984|10.204.12.35/VPLS:31984
VPWS:29745|143.0.68.244/VPWS:29745
VPLS:28844|143.0.68.168/VPLS:28844
VPWS:21886|192.168.113.99/VPWS:21886
VPLS:32010|143.0.68.214/VPLS:32010
VPLS:26593|10.204.83.194/VPLS:26593
L2CKT:28058|149.0.3.222/L2CKT:28058
VPWS:22613|10.204.208.84/VPWS:22613
VPLS:32015|10.144.0.136/VPLS:32015
VPWS:28291|10.204.67.136/VPWS:28291
VPLS:28347|149.0.3.202/VPLS:28347
132456|10.204.90.232/132456
VPWS:31952|10.204.12.35/VPWS:31952
VPWS:30003|10.204.8.75/VPWS:30003
VPLS:25695|10.204.83.211/VPLS:25695
VPLS:22467|12.123.80.212/VPLS:22467
VPWS:25342|10.204.9.30/VPWS:25342
VPLS:22824|10.0.36.72/VPLS:22824
VPWS:31574|10.204.134.201/VPWS:31574
L2CKT:29467|192.168.113.174/L2CKT:29467
VPWS:25807|149.0.3.135/VPWS:25807
VPLS:25575|10.204.83.98/VPLS:25575
VPWS:27901|10.204.81.37/VPWS:27901
VPLS:16833|12.122.72.128/VPLS:16833
VPLS:26642|10.204.83.225/VPLS:26642
VPWS:22730|10.204.64.193/VPWS:22730
VPWS:23426|150.0.0.89/VPWS:23426
VPWS:29430|143.0.68.184/VPWS:29430
VPWS:31732|192.168.113.82/VPWS:31732
VPLS:22461|12.123.80.214/VPLS:22461
VPLS:29024|135.16.243.16/VPLS:29024
VPWS:24181|10.204.66.99/VPWS:24181
VPLS:32749|10.204.144.69/VPLS:32749
VPLS:28376|150.0.0.215/VPLS:28376
VPLS:52257|10.204.176.72/VPLS:52257
VPLS:20554|10.204.208.84/VPLS:20554
VPLS:21227|192.168.113.147/VPLS:21227
VPLS:62705|10.204.166.81/VPLS:62705
VPWS:24053|192.168.113.147/VPWS:24053
VPWS:29362|10.204.8.75/VPWS:29362
VPWS:31829|10.204.12.35/VPWS:31829
VPLS:28763|10.204.67.148/VPLS:28763
L2CKT:32468|10.204.144.73/L2CKT:32468
VPWS:29897|192.168.113.147/VPWS:29897
VPLS:27924|149.0.3.222/VPLS:27924
L2CKT:29363|10.204.132.81/L2CKT:29363
VPLS:28934|143.0.68.208/VPLS:28934
L2CKT:31612|10.204.11.252/L2CKT:31612
VPLS:29538|10.204.8.75/VPLS:29538
VPLS:25995|149.9.0.27/VPLS:25995
VPLS:22296|10.204.80.234/VPLS:22296
VPLS:23625|10.204.66.99/VPLS:23625
VPLS:23648|10.204.82.173/VPLS:23648
VPLS:26948|10.204.84.189/VPLS:26948
VPLS:25690|10.204.9.64/VPLS:25690
VPLS:19032|12.122.72.115/VPLS:19032
VPWS:26688|150.0.0.168/VPWS:26688
VPLS:31005|10.204.134.201/VPLS:31005
VPWS:28872|10.204.132.81/VPWS:28872
VPLS:569021|10.204.66.99/VPLS:569021
VPWS:30785|10.204.66.239/VPWS:30785
VPWS:24112|10.204.82.212/VPWS:24112
VPWS:23327|10.204.82.66/VPWS:23327
VPWS:32076|192.168.113.79/VPWS:32076
VPLS:32151|10.204.144.70/VPLS:32151
VPWS:28875|10.204.10.167/VPWS:28875
VPLS:31584|143.0.68.240/VPLS:31584
VPLS:30294|143.0.68.184/VPLS:30294
VPLS:20508|10.204.64.164/VPLS:20508
VPLS:22142|12.123.80.212/VPLS:22142
VPLS:20554|12.123.80.17/VPLS:20554
VPLS:25876|10.204.9.100/VPLS:25876
VPWS:29144|143.0.68.230/VPWS:29144
VPLS:32036|10.204.161.22/VPLS:32036
VPWS:24113|10.204.82.212/VPWS:24113
VPLS:23835|10.204.82.173/VPLS:23835
VPWS:22730|10.204.82.18/VPWS:22730
VPWS:29716|143.0.68.244/VPWS:29716
VPWS:30143|10.204.134.201/VPWS:30143
VPLS:63931|10.204.90.230/VPLS:63931
VPLS:30667|10.204.11.141/VPLS:30667
VPWS:31749|143.0.68.248/VPWS:31749
VPLS:25582|149.9.0.27/VPLS:25582
VPLS:28955|10.204.132.74/VPLS:28955
VPLS:28614|143.0.68.184/VPLS:28614
VPLS:27380|10.0.38.74/VPLS:27380
VPLS:20575|12.123.80.27/VPLS:20575
VPWS:26938|10.204.84.105/VPWS:26938
VPLS:30002|10.204.8.75/VPLS:30002
VPWS:23752|10.204.82.173/VPWS:23752
L2CKT:23629|10.204.66.99/L2CKT:23629
L2CKT:32512|135.16.243.16/L2CKT:32512
VPWS:25763|143.0.68.230/VPWS:25763
VPLS:27281|10.0.38.74/VPLS:27281
VPWS:27550|149.0.3.244/VPWS:27550
VPWS:28964|10.204.132.87/VPWS:28964
VPWS:25866|10.204.84.17/VPWS:25866
L2CKT:28891|10.204.132.97/L2CKT:28891
VPLS:24097|192.168.113.147/VPLS:24097
VPWS:26014|150.0.0.168/VPWS:26014
VPLS:25862|10.204.83.251/VPLS:25862
VPLS:21885|192.168.113.98/VPLS:21885
VPLS:26502|143.0.68.46/VPLS:26502
123:345|10.204.90.155/123:345
VPLS:30517|10.144.0.137/VPLS:30517
VPLS:29673|10.204.11.66/VPLS:29673
VPWS:31761|10.204.11.252/VPWS:31761
VPWS:26994|10.204.84.105/VPWS:26994
VPWS:63252|8.8.0.154/VPWS:63252
VPLS:29602|10.204.134.201/VPLS:29602
VPWS:30143|143.0.68.184/VPWS:30143
L2CKT:28832|143.0.68.170/L2CKT:28832
L2CKT:32445|10.204.144.66/L2CKT:32445
VPLS:25875|10.204.9.100/VPLS:25875
VPWS:22831|10.204.82.18/VPWS:22831
VPLS:31999|10.204.12.35/VPLS:31999
VPLS:28934|10.204.10.183/VPLS:28934
VPLS:63888|10.204.90.155/VPLS:63888
VPWS:62742|8.8.0.172/VPWS:62742
VPLS:31584|10.204.82.209/VPLS:31584
L2CKT:22014|10.204.65.133/L2CKT:22014
VPWS:25103|10.204.83.89/VPWS:25103
VPLS:31252|10.204.134.201/VPLS:31252
VPLS:31589|10.204.81.195/VPLS:31589
VPWS:27716|149.0.3.222/VPWS:27716
VPWS:29313|10.204.132.92/VPWS:29313
L2CKT:29983|10.204.134.202/L2CKT:29983
VPLS:29685|143.0.68.230/VPLS:29685
VPLS:18848|12.122.72.112/VPLS:18848
VPWS:25921|10.204.32.69/VPWS:25921
VPLS:21524|12.123.80.17/VPLS:21524
VPLS:52669|12.80.72.123/VPLS:52669
VPWS:22512|10.204.81.194/VPWS:22512
VPWS:30836|10.204.134.202/VPWS:30836
VPWS:21886|10.144.0.123/VPWS:21886
L2CKT:23605|10.204.66.99/L2CKT:23605
VPWS:22776|10.204.82.18/VPWS:22776
L2CKT:30404|10.144.0.137/L2CKT:30404
VPWS:27516|10.204.84.247/VPWS:27516
VPLS:29680|143.0.68.230/VPLS:29680
VPWS:63693|10.204.90.232/VPWS:63693
VPWS:25344|150.0.0.153/VPWS:25344
VPWS:27777|10.204.67.143/VPWS:27777
L2CKT:22016|10.204.65.135/L2CKT:22016
L2CKT:29440|192.168.113.174/L2CKT:29440
VPLS:51657|10.204.176.72/VPLS:51657
VPLS:30542|192.168.113.164/VPLS:30542
VPLS:30563|10.144.0.154/VPLS:30563
L2CKT:63389|10.204.90.201/L2CKT:63389
VPLS:29024|10.144.0.137/VPLS:29024
VPLS:32228|192.168.113.73/VPLS:32228
VPWS:27558|10.204.84.245/VPWS:27558
VPLS:26642|10.204.82.191/VPLS:26642
VPLS:30455|143.0.68.184/VPLS:30455
VPWS:25998|149.9.0.27/VPWS:25998
L2CKT:24017|10.204.8.164/L2CKT:24017
VPWS:31983|10.204.134.219/VPWS:31983
VPLS:52311|10.204.200.232/VPLS:52311
VPWS:29274|10.204.132.79/VPWS:29274
VPWS:30924|10.204.134.202/VPWS:30924
VPLS:32574|10.204.144.97/VPLS:32574
VPWS:29162|10.204.8.75/VPWS:29162
VPLS:22573|10.204.81.194/VPLS:22573
VPLS:52152|10.204.176.84/VPLS:52152
VPWS:29189|143.0.68.230/VPWS:29189
VPLS:24228|10.204.66.99/VPLS:24228
L2CKT:32557|10.204.144.69/L2CKT:32557
VPLS:27997|149.0.3.202/VPLS:27997
L2CKT:31817|10.204.10.104/L2CKT:31817
VPWS:22460|10.204.81.162/VPWS:22460
VPLS:29849|148.0.131.204/VPLS:29849
VPLS:23947|10.204.82.198/VPLS:23947
VPLS:22326|10.204.80.234/VPLS:22326
L2CKT:27011|10.204.84.202/L2CKT:27011
VPLS:29611|10.144.0.137/VPLS:29611
VPLS:61047|10.204.166.81/VPLS:61047
VPLS:20689|12.123.80.27/VPLS:20689
VPLS:52132|10.204.200.182/VPLS:52132
VPLS:31584|10.204.132.94/VPLS:31584
VPLS:27907|149.0.3.196/VPLS:27907
VPWS:29705|143.1.140.2/VPWS:29705
VPWS:25807|150.0.0.234/VPWS:25807
VPLS:31778|10.204.134.219/VPLS:31778
VPWS:31809|143.0.24.148/VPWS:31809
VPLS:25891|10.204.83.90/VPLS:25891
VPLS:28743|10.204.9.184/VPLS:28743
VPWS:26069|150.0.0.168/VPWS:26069
VPLS:25343|150.0.0.153/VPLS:25343
VPLS:28886|10.204.132.92/VPLS:28886
VPLS:29560|10.204.8.75/VPLS:29560
VPWS:26721|10.204.83.195/VPWS:26721
VPLS:25571|10.204.9.62/VPLS:25571
VPLS:28848|10.204.81.195/VPLS:28848
VPWS:23417|150.0.0.89/VPWS:23417
VPLS:23172|10.204.82.66/VPLS:23172
VPWS:28438|10.204.9.156/VPWS:28438
VPLS:28003|10.144.0.147/VPLS:28003
VPLS:26500|143.0.68.46/VPLS:26500
VPWS:31728|143.0.68.242/VPWS:31728
VPLS:31433|149.4.64.12/VPLS:31433
L2CKT:30104|10.204.134.201/L2CKT:30104
VPLS:23764|10.204.8.105/VPLS:23764
VPLS:26445|143.0.68.55/VPLS:26445
VPWS:32105|10.144.0.137/VPWS:32105
VPLS:32878|10.204.144.73/VPLS:32878
VPLS:32228|192.168.113.88/VPLS:32228
VPLS:28944|10.204.10.199/VPLS:28944
123:897|10.204.90.155/123:897
VPWS:29062|10.204.8.75/VPWS:29062
L2CKT:29275|10.204.132.97/L2CKT:29275
VPLS:30582|149.4.64.5/VPLS:30582
L2CKT:32468|143.0.68.242/L2CKT:32468
VPLS:28474|10.204.10.57/VPLS:28474
L2CKT:30939|10.204.11.232/L2CKT:30939
VPLS:31784|143.0.24.148/VPLS:31784
VPLS:24201|10.204.66.99/VPLS:24201
VPLS:21894|12.123.80.188/VPLS:21894
VPWS:23817|10.204.66.99/VPWS:23817
VPWS:24098|10.144.0.137/VPWS:24098
VPLS:63914|10.204.90.186/VPLS:63914
VPLS:29129|148.0.131.204/VPLS:29129
VPLS:29685|10.204.10.114/VPLS:29685
VPLS:29388|148.0.131.204/VPLS:29388
L2CKT:63281|8.8.0.190/L2CKT:63281
VPWS:22499|10.204.81.194/VPWS:22499
VPLS:31859|10.204.134.219/VPLS:31859
VPLS:25581|10.204.8.75/VPLS:25581
VPLS:29464|143.0.68.230/VPLS:29464
VPLS:21885|10.144.0.123/VPLS:21885
VPWS:25814|143.0.68.43/VPWS:25814
VPLS:29931|148.0.131.239/VPLS:29931
L2CKT:31322|192.168.113.179/L2CKT:31322
VPLS:22473|12.123.80.212/VPLS:22473
L2CKT:30104|10.204.134.202/L2CKT:30104
L2CKT:32318|10.204.1.127/L2CKT:32318
VPLS:62391|10.204.90.127/VPLS:62391
VPWS:31574|10.204.132.165/VPWS:31574
VPWS:30924|10.204.11.141/VPWS:30924
VPLS:26466|10.204.84.125/VPLS:26466
VPLS:25809|143.0.68.46/VPLS:25809
VPWS:27749|10.144.0.137/VPWS:27749
VPWS:63621|8.8.0.240/VPWS:63621
VPWS:27550|10.204.85.32/VPWS:27550
VPWS:29609|10.204.66.224/VPWS:29609
VPLS:30551|10.204.11.141/VPLS:30551
L2CKT:32413|10.144.0.137/L2CKT:32413
VPLS:18046|12.122.72.113/VPLS:18046
L2CKT:32162|10.204.144.66/L2CKT:32162
VPLS:29325|10.204.132.81/VPLS:29325
VPLS:61637|10.204.90.89/VPLS:61637
VPLS:25854|10.204.83.201/VPLS:25854
VPLS:29744|10.204.11.42/VPLS:29744
VPLS:29683|10.204.11.66/VPLS:29683
VPLS:27640|10.204.9.185/VPLS:27640
VPLS:30952|10.204.134.201/VPLS:30952
L2CKT:32413|135.16.243.66/L2CKT:32413
VPLS:22022|10.204.65.114/VPLS:22022
VPLS:25568|150.0.0.44/VPLS:25568
VPWS:32105|135.16.243.69/VPWS:32105
VPLS:62245|10.204.90.123/VPLS:62245
VPWS:29225|10.204.84.178/VPWS:29225
VPWS:23644|10.204.82.173/VPWS:23644
VPLS:28748|10.204.67.74/VPLS:28748
VPLS:26057|149.9.0.6/VPLS:26057
VPLS:31662|10.204.135.194/VPLS:31662
VPLS:31582|143.0.68.248/VPLS:31582
VPWS:25757|10.204.84.132/VPWS:25757
VPWS:31780|143.0.68.172/VPWS:31780
VPWS:26493|10.204.83.211/VPWS:26493
VPWS:25766|10.204.84.125/VPWS:25766
L2CKT:25572|150.0.0.168/L2CKT:25572
VPWS:28957|10.204.83.154/VPWS:28957
VPWS:30158|10.0.40.36/VPWS:30158
VPLS:26705|10.204.84.155/VPLS:26705
VPWS:30136|10.204.8.75/VPWS:30136
VPWS:27557|149.0.3.244/VPWS:27557
VPLS:30905|10.204.11.141/VPLS:30905
VPLS:24995|10.204.1.67/VPLS:24995
VPLS:25680|10.204.83.211/VPLS:25680
VPLS:26734|192.168.113.82/VPLS:26734
VPLS:22241|10.204.81.8/VPLS:22241
VPWS:25899|150.0.0.168/VPWS:25899
VPLS:25541|10.204.9.67/VPLS:25541
VPWS:32005|10.204.134.219/VPWS:32005
VPLS:52636|10.204.201.11/VPLS:52636
VPWS:28438|10.204.83.98/VPWS:28438
VPLS:29008|10.204.10.163/VPLS:29008
VPLS:27423|10.204.84.231/VPLS:27423
VPWS:25871|143.0.68.55/VPWS:25871
VPLS:27907|10.204.85.54/VPLS:27907
L2CKT:32818|10.204.144.69/L2CKT:32818
VPLS:23893|10.204.66.99/VPLS:23893
VPLS:25705|10.204.83.194/VPLS:25705
VPWS:25877|10.204.9.69/VPWS:25877
VPLS:24995|192.168.113.149/VPLS:24995
VPLS:21509|192.168.113.80/VPLS:21509
VPLS:26462|150.0.0.232/VPLS:26462
VPLS:27525|10.204.84.246/VPLS:27525
VPLS:32819|143.0.68.242/VPLS:32819
VPWS:30289|10.204.134.201/VPWS:30289
VPLS:27536|10.204.84.246/VPLS:27536
VPLS:28749|10.204.9.152/VPLS:28749
VPLS:29464|10.204.11.36/VPLS:29464
VPWS:31780|10.204.134.219/VPWS:31780
VPWS:30356|192.168.113.164/VPWS:30356
VPWS:24098|192.168.113.147/VPWS:24098
VPWS:23426|10.204.82.173/VPWS:23426
VPLS:26048|150.0.0.168/VPLS:26048
VPLS:52637|10.204.172.70/VPLS:52637
L2CKT:21871|10.144.0.122/L2CKT:21871
VPWS:29897|192.168.113.175/VPWS:29897
VPWS:29596|10.204.11.83/VPWS:29596
VPWS:30405|192.168.113.147/VPWS:30405
VPLS:31005|10.204.134.202/VPLS:31005
VPWS:29326|10.204.132.97/VPWS:29326
VPLS:30546|10.144.0.137/VPLS:30546
L2CKT:27548|149.0.3.196/L2CKT:27548
VPLS:28077|10.144.0.62/VPLS:28077
VPWS:29609|10.204.32.86/VPWS:29609
VPLS:62369|10.204.90.132/VPLS:62369
VPLS:28628|143.0.68.184/VPLS:28628
VPWS:28940|10.204.10.163/VPWS:28940
VPLS:30563|10.204.1.113/VPLS:30563
VPWS:29034|10.204.10.114/VPWS:29034
VPWS:29002|10.204.132.74/VPWS:29002
VPWS:32400|135.16.243.69/VPWS:32400
VPWS:28422|149.0.3.202/VPWS:28422
VPLS:31784|10.204.134.216/VPLS:31784
VPLS:28849|143.0.68.230/VPLS:28849
VPWS:29359|148.0.131.204/VPWS:29359
VPLS:21509|10.144.0.62/VPLS:21509
VPLS:21524|10.204.208.84/VPLS:21524
VPWS:28871|150.0.0.23/VPWS:28871
VPLS:21689|10.204.80.66/VPLS:21689
VPLS:28934|143.0.68.168/VPLS:28934
VPLS:23042|10.204.82.18/VPLS:23042
VPWS:30414|10.0.40.36/VPWS:30414
VPLS:29599|10.204.134.202/VPLS:29599
VPLS:52268|12.80.0.207/VPLS:52268
VPLS:32143|143.0.24.168/VPLS:32143
VPWS:23836|10.204.82.173/VPWS:23836
VPWS:25807|10.204.83.212/VPWS:25807
VPWS:29562|10.204.132.97/VPWS:29562
VPLS:23751|10.204.82.173/VPLS:23751
VPLS:25585|10.204.8.75/VPLS:25585
VPLS:29673|10.204.11.33/VPLS:29673
L2CKT:30521|10.204.132.97/L2CKT:30521
L2CKT:32394|10.204.144.66/L2CKT:32394
VPLS:64047|10.204.90.230/VPLS:64047
VPWS:30405|10.144.0.136/VPWS:30405
VPWS:31764|10.204.83.195/VPWS:31764
VPWS:22785|12.123.80.27/VPWS:22785
VPLS:28848|10.204.134.201/VPLS:28848
VPWS:22512|10.204.81.184/VPWS:22512
VPLS:20958|12.122.72.115/VPLS:20958
L2CKT:31918|10.204.132.232/L2CKT:31918
VPLS:28849|10.204.84.251/VPLS:28849
VPWS:25859|10.204.9.98/VPWS:25859
VPLS:23829|192.168.113.180/VPLS:23829
VPLS:28990|149.4.64.5/VPLS:28990
VPLS:28939|143.0.68.168/VPLS:28939
VPWS:30136|148.0.131.204/VPWS:30136
VPWS:23417|148.0.131.182/VPWS:23417
L2CKT:32037|10.144.0.154/L2CKT:32037
VPWS:29703|10.204.11.42/VPWS:29703
VPWS:32145|10.144.0.155/VPWS:32145
VPWS:27848|12.123.80.212/VPWS:27848
VPWS:29745|143.0.68.170/VPWS:29745
VPLS:25649|10.204.9.83/VPLS:25649
VPLS:62037|8.8.0.154/VPLS:62037
VPLS:22419|10.144.0.137/VPLS:22419
VPLS:21885|192.168.113.97/VPLS:21885
VPWS:29219|143.0.68.230/VPWS:29219
VPLS:25927|143.0.68.18/VPLS:25927
L2CKT:32284|192.168.113.25/L2CKT:32284
VPLS:20512|12.122.72.112/VPLS:20512
L2CKT:26419|149.0.3.135/L2CKT:26419
VPWS:30913|10.144.0.155/VPWS:30913
VPWS:62742|10.204.90.160/VPWS:62742
VPLS:20884|12.122.72.115/VPLS:20884
VPWS:30434|143.0.68.184/VPWS:30434
VPWS:30504|10.204.134.201/VPWS:30504
VPLS:29599|10.204.134.201/VPLS:29599
VPWS:29162|148.0.131.204/VPWS:29162
VPLS:29426|10.204.132.87/VPLS:29426
L2CKT:28613|143.0.68.184/L2CKT:28613
VPLS:31830|143.0.24.148/VPLS:31830
VPWS:29160|10.204.134.201/VPWS:29160
VPLS:20509|10.204.64.164/VPLS:20509
VPWS:28473|10.204.83.98/VPWS:28473
VPWS:25860|10.204.83.201/VPWS:25860
VPLS:23835|148.0.131.182/VPLS:23835
VPWS:30033|10.204.8.75/VPWS:30033
VPLS:25869|148.0.131.239/VPLS:25869
VPWS:29947|10.204.8.75/VPWS:29947
VPWS:25711|150.0.0.168/VPWS:25711
VPLS:23596|10.204.66.99/VPLS:23596
VPWS:25768|150.0.0.232/VPWS:25768
VPWS:23687|10.204.82.173/VPWS:23687
VPLS:27554|149.0.3.244/VPLS:27554
VPLS:29479|10.204.8.75/VPLS:29479
VPWS:23919|10.204.66.99/VPWS:23919
L2CKT:26983|192.168.113.164/L2CKT:26983
VPLS:17617|72.44.12.28/VPLS:17617
VPLS:29051|143.0.68.230/VPLS:29051
VPWS:32145|135.16.243.4/VPWS:32145
VPLS:24073|192.168.113.147/VPLS:24073
VPLS:29883|10.204.132.127/VPLS:29883
L2CKT:28636|192.168.113.165/L2CKT:28636
VPWS:27280|10.204.67.5/VPWS:27280
VPLS:30047|10.204.132.142/VPLS:30047
VPLS:22931|10.204.82.66/VPLS:22931
L2CKT:63389|10.204.90.132/L2CKT:63389
L2CKT:30178|192.168.113.67/L2CKT:30178
VPWS:24095|10.144.0.137/VPWS:24095
VPWS:29155|143.0.68.247/VPWS:29155
VPLS:25462|10.204.8.75/VPLS:25462
VPLS:28030|149.0.3.202/VPLS:28030
L2CKT:32384|10.144.0.154/L2CKT:32384
VPWS:29006|143.0.68.184/VPWS:29006
435|10.204.64.193/435
VPLS:29481|10.204.84.178/VPLS:29481
VPWS:27242|10.204.67.5/VPWS:27242
VPLS:20578|10.204.64.193/VPLS:20578
VPLS:63604|10.204.90.155/VPLS:63604
VPLS:29464|10.204.132.92/VPLS:29464
VPLS:28844|143.0.68.244/VPLS:28844
VPWS:29932|10.204.8.75/VPWS:29932
VPWS:30080|148.0.131.204/VPWS:30080
VPLS:27874|12.123.80.212/VPLS:27874
VPLS:23415|10.204.82.90/VPLS:23415
VPWS:30666|10.204.11.141/VPWS:30666
VPWS:29872|10.204.132.87/VPWS:29872
VPLS:27195|149.0.3.244/VPLS:27195
VPLS:28934|10.204.9.85/VPLS:28934
VPLS:31300|192.168.113.180/VPLS:31300
VPWS:26086|10.204.83.211/VPWS:26086
VPWS:26618|150.0.0.168/VPWS:26618
VPWS:29069|143.0.68.184/VPWS:29069
VPWS:23704|148.0.131.182/VPWS:23704
VPLS:30120|10.204.134.201/VPLS:30120
L2CKT:24024|10.204.8.131/L2CKT:24024
VPWS:23752|10.204.66.99/VPWS:23752
VPLS:22435|10.204.81.136/VPLS:22435
VPWS:23702|10.204.82.173/VPWS:23702
L2CKT:30403|10.204.67.177/L2CKT:30403
VPWS:29062|143.0.68.208/VPWS:29062
VPLS:62788|10.204.90.186/VPLS:62788
VPWS:29535|143.0.68.244/VPWS:29535
L2CKT:28603|10.204.10.104/L2CKT:28603
VPWS:28945|10.204.10.176/VPWS:28945
VPLS:26766|10.144.0.137/VPLS:26766
VPWS:31674|10.204.132.175/VPWS:31674
VPLS:27997|10.204.9.156/VPLS:27997
VPWS:30479|149.8.0.128/VPWS:30479
L2CKT:27566|10.204.84.245/L2CKT:27566
L2CKT:24011|10.204.8.131/L2CKT:24011
VPLS:27010|10.204.84.201/VPLS:27010
VPLS:31727|10.204.132.175/VPLS:31727
VPWS:23721|10.204.66.99/VPWS:23721
VPWS:29168|10.204.9.85/VPWS:29168
VPLS:28847|10.204.134.202/VPLS:28847
VPLS:62885|10.204.90.159/VPLS:62885
VPWS:29703|143.0.68.170/VPWS:29703
VPLS:26499|10.204.84.132/VPLS:26499
VPWS:23644|148.0.131.182/VPWS:23644
VPWS:27803|12.123.80.212/VPWS:27803
L2CKT:30402|192.168.128.102/L2CKT:30402
VPWS:29430|10.204.132.87/VPWS:29430
VPWS:26783|150.0.0.168/VPWS:26783
L2CKT:28101|10.204.9.249/L2CKT:28101
VPLS:25806|150.0.0.234/VPLS:25806
VPWS:28385|10.204.83.98/VPWS:28385
VPLS:27832|10.204.81.195/VPLS:27832
L2CKT:32102|10.144.0.154/L2CKT:32102
VPLS:61571|8.8.0.118/VPLS:61571
VPLS:25891|150.0.0.153/VPLS:25891
VPLS:29683|143.0.68.170/VPLS:29683
VPWS:31417|143.0.68.184/VPWS:31417
VPWS:29897|10.144.0.137/VPWS:29897
VPWS:29002|143.0.68.213/VPWS:29002
VPLS:29129|143.0.68.230/VPLS:29129
L2CKT:27004|192.168.113.147/L2CKT:27004
VPLS:28844|10.204.10.183/VPLS:28844
VPWS:30070|10.144.0.147/VPWS:30070
L2CKT:29236|10.204.134.202/L2CKT:29236
VPLS:62787|8.8.0.154/VPLS:62787
L2CKT:27535|149.0.3.196/L2CKT:27535
VPLS:28847|10.204.134.201/VPLS:28847
VPWS:22671|10.204.64.193/VPWS:22671
123|12.80.72.62/123
VPWS:30080|10.204.11.141/VPWS:30080
L2CKT:28111|149.0.3.222/L2CKT:28111
VPWS:27560|149.0.3.244/VPWS:27560
VPLS:22767|10.144.0.62/VPLS:22767
L2CKT:28832|10.204.10.167/L2CKT:28832
VPLS:28729|10.204.10.98/VPLS:28729
VPLS:21894|10.204.65.97/VPLS:21894
VPWS:28464|10.204.83.98/VPWS:28464
VPLS:26499|143.0.68.46/VPLS:26499
VPLS:23688|10.204.66.99/VPLS:23688
VPWS:30405|192.168.113.111/VPWS:30405
VPLS:22419|192.168.113.180/VPLS:22419
VPWS:30828|10.144.0.137/VPWS:30828
VPWS:24113|192.168.113.147/VPWS:24113
VPLS:22405|10.204.81.118/VPLS:22405
VPLS:27423|149.0.3.216/VPLS:27423
VPWS:28871|10.204.132.81/VPWS:28871
123|127.239.231.73/123
L2CKT:28058|10.204.10.32/L2CKT:28058
VPWS:29297|143.0.68.244/VPWS:29297
VPWS:27768|192.168.113.164/VPWS:27768
VPLS:23581|148.0.131.217/VPLS:23581
VPWS:25687|10.204.83.101/VPWS:25687
L2CKT:27011|10.204.84.201/L2CKT:27011
VPWS:24113|10.144.0.137/VPWS:24113
VPWS:23896|10.204.82.212/VPWS:23896
VPLS:22461|12.123.80.212/VPLS:22461
VPWS:25872|143.0.68.55/VPWS:25872
VPLS:27281|10.204.67.5/VPLS:27281
VPLS:52212|12.80.0.207/VPLS:52212
VPLS:28051|10.204.10.33/VPLS:28051
VPLS:62357|8.8.0.154/VPLS:62357
L2CKT:27515|10.204.84.246/L2CKT:27515
VPLS:25810|10.204.9.69/VPLS:25810
VPWS:29181|10.204.132.240/VPWS:29181
VPLS:28763|149.0.3.223/VPLS:28763
VPLS:31743|143.0.68.248/VPLS:31743
VPLS:21027|10.204.80.96/VPLS:21027
VPWS:29272|10.204.81.195/VPWS:29272
VPLS:52214|12.80.72.28/VPLS:52214
VPLS:28670|143.0.68.184/VPLS:28670
VPLS:28083|149.0.3.222/VPLS:28083
VPWS:29162|148.0.131.239/VPWS:29162
VPLS:26711|150.0.0.230/VPLS:26711
VPWS:32385|192.168.113.62/VPWS:32385
VPWS:23772|10.204.82.198/VPWS:23772
VPLS:52214|10.204.200.194/VPLS:52214
VPWS:23957|10.204.82.198/VPWS:23957
VPWS:63545|10.204.166.81/VPWS:63545
