@ref(networkElement)|@const(IpagCard)class
@index(PE_Card)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|card_type
150.0.0.168/5/0|150.0.0.168/5/0|150.0.0.168/5/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
12.80.68.135/4/0|12.80.68.135/4/0|12.80.68.135/4/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.24.132/1/0|143.0.24.132/1/0|143.0.24.132/1/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
143.0.68.247/0/0|143.0.68.247/0/0|143.0.68.247/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|MIC-3D-20GE-SFP
12.80.72.15/0/0|12.80.72.15/0/0|12.80.72.15/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
149.0.3.128/5/0|149.0.3.128/5/0|149.0.3.128/5/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.65/3/1|10.144.0.65/3/1|10.144.0.65/3/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPCE-X-Q-4XGE
12.123.80.122/2/3|12.123.80.122/2/3|12.123.80.122/2/3|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.68.248/0/0|143.0.68.248/0/0|143.0.68.248/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.155/1/2|10.144.0.155/1/2|10.144.0.155/1/2|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
149.0.3.223/5/2|149.0.3.223/5/2|149.0.3.223/5/2|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.68.170/3/0|143.0.68.170/3/0|143.0.68.170/3/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.68.242/3/3|143.0.68.242/3/3|143.0.68.242/3/3|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
12.80.72.14/0/0|12.80.72.14/0/0|12.80.72.14/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
150.0.0.147/2/0|150.0.0.147/2/0|150.0.0.147/2/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
143.0.68.169/4/0|143.0.68.169/4/0|143.0.68.169/4/0|ETHERNET-NFO|IPAG|IPAG|true|B|MIC3-3D-2X40GE-QSFPP
12.80.72.42/0/0|12.80.72.42/0/0|12.80.72.42/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.65/1/0|10.144.0.65/1/0|10.144.0.65/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
8.8.0.172/5/0|8.8.0.172/5/0|8.8.0.172/5/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
149.0.3.196/0/2|149.0.3.196/0/2|149.0.3.196/0/2|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
148.0.131.182/3/0|148.0.131.182/3/0|148.0.131.182/3/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
12.82.0.53/2/0|12.82.0.53/2/0|12.82.0.53/2/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.65/7/0|10.144.0.65/7/0|10.144.0.65/7/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-4XGE
12.123.80.214/4/0|12.123.80.214/4/0|12.123.80.214/4/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
12.123.80.27/1/1|12.123.80.27/1/1|12.123.80.27/1/1|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
12.82.0.62/1/0|12.82.0.62/1/0|12.82.0.62/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.65/7/2|10.144.0.65/7/2|10.144.0.65/7/2|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-4XGE
149.0.3.216/1/0|149.0.3.216/1/0|149.0.3.216/1/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
12.80.17.93/4/0|12.80.17.93/4/0|12.80.17.93/4/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
143.0.68.172/1/2|143.0.68.172/1/2|143.0.68.172/1/2|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-4XGE
10.144.0.137/3/3|10.144.0.137/3/3|10.144.0.137/3/3|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
12.123.80.168/2/0|12.123.80.168/2/0|12.123.80.168/2/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.68.240/2/1|143.0.68.240/2/1|143.0.68.240/2/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
8.8.0.154/0/0|8.8.0.154/0/0|8.8.0.154/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
8.8.0.190/0/1|8.8.0.190/0/1|8.8.0.190/0/1|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
150.0.0.212/0/0|150.0.0.212/0/0|150.0.0.212/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
143.0.68.173/2/0|143.0.68.173/2/0|143.0.68.173/2/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPCE-X-Q-40GE
143.0.24.144/1/0|143.0.24.144/1/0|143.0.24.144/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.24.130/7/0|143.0.24.130/7/0|143.0.24.130/7/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
12.123.80.122/2/0|12.123.80.122/2/0|12.123.80.122/2/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
12.123.80.197/1/3|12.123.80.197/1/3|12.123.80.197/1/3|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.24.132/2/0|143.0.24.132/2/0|143.0.24.132/2/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
12.123.80.168/0/0|12.123.80.168/0/0|12.123.80.168/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.65/5/1|10.144.0.65/5/1|10.144.0.65/5/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-4XGE
10.144.0.137/3/2|10.144.0.137/3/2|10.144.0.137/3/2|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
8.8.0.154/5/3|8.8.0.154/5/3|8.8.0.154/5/3|ETHERNET-NFO|IPAG|IPAG|true|S|DPCE-X-Q-40GE
150.0.0.168/2/0|150.0.0.168/2/0|150.0.0.168/2/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
143.0.68.169/2/1|143.0.68.169/2/1|143.0.68.169/2/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.65/5/3|10.144.0.65/5/3|10.144.0.65/5/3|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-4XGE
12.123.80.143/1/0|12.123.80.143/1/0|12.123.80.143/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
8.8.0.154/2/1|8.8.0.154/2/1|8.8.0.154/2/1|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
143.0.24.130/1/3|143.0.24.130/1/3|143.0.24.130/1/3|ETHERNET-NFO|IPAG|IPAG|true|B|MPC-16X10GE
149.0.3.196/2/3|149.0.3.196/2/3|149.0.3.196/2/3|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
143.0.68.172/5/0|143.0.68.172/5/0|143.0.68.172/5/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-4XGE
143.0.68.35/0/0|143.0.68.35/0/0|143.0.68.35/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
149.9.0.29/5/0|149.9.0.29/5/0|149.9.0.29/5/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.137/4/1|10.144.0.137/4/1|10.144.0.137/4/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.68.172/1/0|143.0.68.172/1/0|143.0.68.172/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-4XGE
12.82.0.53/5/1|12.82.0.53/5/1|12.82.0.53/5/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
150.0.0.212/1/1|150.0.0.212/1/1|150.0.0.212/1/1|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
149.0.3.195/5/1|149.0.3.195/5/1|149.0.3.195/5/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPCE-X-Q-4XGE
12.123.80.133/3/0|12.123.80.133/3/0|12.123.80.133/3/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.68.212/0/0|143.0.68.212/0/0|143.0.68.212/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
10.144.0.154/3/0|10.144.0.154/3/0|10.144.0.154/3/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
149.0.3.206/1/0|149.0.3.206/1/0|149.0.3.206/1/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
143.0.68.172/0/1|143.0.68.172/0/1|143.0.68.172/0/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
150.0.0.212/1/0|150.0.0.212/1/0|150.0.0.212/1/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-40GE
150.0.0.147/1/0|150.0.0.147/1/0|150.0.0.147/1/0|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-4XGE
149.0.3.194/0/1|149.0.3.194/0/1|149.0.3.194/0/1|ETHERNET-NFO|IPAG|IPAG|true|S|DPC-X-4XGE
12.80.72.118/0/0|12.80.72.118/0/0|12.80.72.118/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
149.0.3.223/5/1|149.0.3.223/5/1|149.0.3.223/5/1|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
149.9.0.29/0/0|149.9.0.29/0/0|149.9.0.29/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.68.184/0/2|143.0.68.184/0/2|143.0.68.184/0/2|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
143.0.68.170/5/3|143.0.68.170/5/3|143.0.68.170/5/3|ETHERNET-NFO|IPAG|IPAG|true|B|DPC-X-40GE
