@ref(networkElement)|@const(IpagLPort)class
@index(PE_LPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|bmp_clci|card_type|clci|clfi|cust_circuit_id|cvlanid|cvlan_id_bot|cvlan_id_top|device_name|ds1_ckt_id|evc_name|grc|icore_evcname|ineffect|interface_ip_addr|interface_number|interface_string|log_port_name|log_port_number|mcn|mlppp_grp_number|nvlan_id_top|peip_addr|pvc_id|remote_cvlanid_bot|remote_cvlanid_top|remote_cvlanid|remote_ipaddr|remote_port_aid|remote_log_port_name|remote_nvlan_id_top|remote_svlanid|remote_vlanid|scp_service|service_name|service_options|soc|sub_interface|subscriber_name|svlanid|vlanid|uni_nni|vrf_name|vpn_name
8.8.0.172/5/0/2/3|8.8.0.172/5/0/2/3|8.8.0.172/5/0/2/3|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA61W||23/SNDY/123/P2P1|||Y||||12/USRP/238712/US_160540_Port_A|3|||||||||||||||||||3|||||L2CKT:62734|
150.0.0.10/2/0/3/6005|150.0.0.10/2/0/3/6005|150.0.0.10/2/0/3/6005|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA2YP||99/ABCD/378291/MN|||Y||||00/MPAU/213117/SR_290165_Port_A|6005|||||||||||||||OEW||||6005|||||VPLS:28848|
143.0.68.172/4/0/6/162|143.0.68.172/4/0/6/162|143.0.68.172/4/0/6/162|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMCV01|||||N||||CVLAN_1259_408476_Port_A|162|||||||||||||||||||||||||
143.0.68.170/0/3/9/232|143.0.68.170/0/3/9/232|143.0.68.170/0/3/9/232|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB2MX|||||N||||108/E-Links/DYBHFLMA3A8/DYBHFLMB2MX_Port_Z|232|||||||||||||||||||||||||
10.144.0.137/1/3/5/2023|10.144.0.137/1/3/5/2023|10.144.0.137/1/3/5/2023|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W||85/VLXP/206051/SB|||Y||||85/KQFN/206481/SB_206051_PortA|2023||||||||||||||||||||||||L2CKT:2351|
150.0.0.212/1/0/5/32|150.0.0.212/1/0/5/32|150.0.0.212/1/0/5/32|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAA01|||||N||||10/E-Links/CRCYNVMAA01/CRCYNVMAA07_Port_A|32|||||||||||||||||||||||||
8.8.0.205/1/0/3/7|8.8.0.205/1/0/3/7|8.8.0.205/1/0/3/7|ETHERNET-NFO|IPAG|IPAG|true|S|||||F103D/GE1N/CRCYNVAAQ61/CRCYNVAA5D5|||||CRCYNVAA5D5|||||N||||F103D/GE1N/CRCYNVAAQ61/CRCYNVAA5D5_Port_Z|7|||||||||||F103D/GE1N/CRCYNVAAQ61/CRCYNVAA5D5_Port_A||||||||||||||
12.123.80.214/0/0/2/4|12.123.80.214/0/0/2/4|12.123.80.214/0/0/2/4|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/SNJSCAHUDK1/SNJSCAHUDK3|||||SNJSCAHUDK3|||||N||||P101S/GE1N/SNJSCAHUDK1/SNJSCAHUDK3_Port_Z|4|||||||||||P101S/GE1N/SNJSCAHUDK1/SNJSCAHUDK3_Port_A||||||||||||||
12.123.80.212/2/1/7/6000|12.123.80.212/2/1/7/6000|12.123.80.212/2/1/7/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK1||19/EVCM/383933/RS|||Y||||56/KRFN/748596/NV_287123_Port_A|6000|||||||||||||||||||6000|||||VPLS:28750|
143.0.68.168/1/1/1/183|143.0.68.168/1/1/1/183|143.0.68.168/1/1/1/183|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX|||||N||||10/Z-Links/DYBHFLMB1MX/DYBHFLMB2EX_Port_A|183|||||||||||||||||||||||||
143.0.68.212/0/0/2/49|143.0.68.212/0/0/2/49|143.0.68.212/0/0/2/49|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLST5MD|||||N||||10/E-Links/GSVLFLST5MD/GSVLFLST5X3_Port_A|49|||||||||||||||||||||||||
143.0.68.248/4/0/0/6005|143.0.68.248/4/0/0/6005|143.0.68.248/4/0/0/6005|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMA308||85/KQGN/485215/TG|||Y||||Port_7190865|6005|||||||||||||||||||6005|||||L2CKT:31636|
143.0.68.168/2/0/5/34|143.0.68.168/2/0/5/34|143.0.68.168/2/0/5/34|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX|||||N||||CVLAN_136_287133_Port_A|34|||||||||||||||||||||||||
143.0.68.168/2/0/5/97|143.0.68.168/2/0/5/97|143.0.68.168/2/0/5/97|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX|||||N||||CVLAN_199_288577_Port_A|97|||||||||||||||||||||||||
143.0.68.170/1/0/1/17|143.0.68.170/1/0/1/17|143.0.68.170/1/0/1/17|ETHERNET-NFO|IPAG|IPAG|true|B|||||103/GE1N/DYBHFLMBR01/DYBHFLMB2MX|||||DYBHFLMB2MX|||||N||||103/GE1N/DYBHFLMBR01/DYBHFLMB2MX_Port_Z|17|||||||||||103/GE1N/DYBHFLMBR01/DYBHFLMB2MX_Port_A||||||||||||||
12.80.72.121/4/3/3/6|12.80.72.121/4/3/3/6|12.80.72.121/4/3/3/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||A101P/GE1N/ORLDFL2589G/ORLDFL2589P|||||ORLDFL2589P|||||N||||A101P/GE1N/ORLDFL2589G/ORLDFL2589P_Port_Z|6|||||||||||A101P/GE1N/ORLDFL2589G/ORLDFL2589P_Port_A||||||||||||||
143.0.68.170/1/0/5/6002|143.0.68.170/1/0/5/6002|143.0.68.170/1/0/5/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB2MX||01/EVCM/310812/PJ|||Y||||13/AKSH/270712/AY_288259_Port_A|6002|||||||||||||||||||6002|||||VPLS:28839|
12.82.100.7/5/0/2/4|12.82.100.7/5/0/2/4|12.82.100.7/5/0/2/4|ETHERNET-NFO|IPAG|IPAG|true|B|||||S102G/GE1N/RLGHNCMOPS1/RLGHNCMOPS5|||||RLGHNCMOPS1|||||N||||S102G/GE1N/RLGHNCMOPS1/RLGHNCMOPS5_Port_A|4|||||||||||||||||||||||||
12.82.0.62/1/3/9/85|12.82.0.62/1/3/9/85|12.82.0.62/1/3/9/85|ETHERNET-NFO|IPAG|IPAG|true|B|||||L102K/GE1N/ORLDFL24FIP/ORLDFL24Q10|||||ORLDFL24Q10|||||N||||L102K/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_Z|85|||||||||||L102K/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_A||||||||||||||
143.0.68.168/2/0/5/9|143.0.68.168/2/0/5/9|143.0.68.168/2/0/5/9|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX|||||N||||M102N/GE1N/DYBHFLMB1MX/DYBHFLMB503_NMV127_Port_A|9|||||||||||||||||||||||||
12.82.0.53/3/0/8/34|12.82.0.53/3/0/8/34|12.82.0.53/3/0/8/34|ETHERNET-NFO|IPAG|IPAG|true|B|||||F101S/GE1N/ORLDFL24FIP/ORLDFL24Q10|||||ORLDFL24FIP|||||N||||F101S/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_A|34|||||||||||F101S/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_Z||||||||||||||
12.82.0.53/3/0/0/155|12.82.0.53/3/0/0/155|12.82.0.53/3/0/0/155|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24FIP|||||N||||A101P/GE1N/ORLDFL24FIP/ORLDFL24FIQ_NMV127_Port_A|155|||||||||||||||||||||||||
143.0.68.35/0/0/1/19|143.0.68.35/0/0/1/19|143.0.68.35/0/0/1/19|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAH02|||||N||||JU101/GE1N/CRCYNVMAH02/CRCYNVMAH13_NMV4092_Port_A|19|||||||||||||||||||||||||
143.0.68.43/0/0/0/6000|143.0.68.43/0/0/0/6000|143.0.68.43/0/0/0/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAW71||58/KRFN/061090/NV|||Y||||16/KRFN/061090/NV_263328_Port_A|6000|||||||||||||||||||6000|||||VPWS:25814|
10.144.0.65/0/0/1/94|10.144.0.65/0/0/1/94|10.144.0.65/0/0/1/94|ETHERNET-NFO|IPAG|IPAG|true|B|||||Y106F/GE10/ORLDFLMA52W/ORLDFLMA61W|||||ORLDFLMA61W|||||N||||Y106F/GE10/ORLDFLMA52W/ORLDFLMA61W_Port_A|94|||||||||||Y106F/GE10/ORLDFLMA52W/ORLDFLMA61W_Port_Z||||||||||||||
10.144.0.137/3/3/3/2082|10.144.0.137/3/3/3/2082|10.144.0.137/3/3/3/2082|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||10/E-Links/ORLDFLMA51W/ORLDFLMA9T6_Port_A|2082|||||||||||||||||||||||||
10.144.0.155/1/3/1/6000|10.144.0.155/1/3/1/6000|10.144.0.155/1/3/1/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNTCCA0111W||86/VLXM/507043/PT|||Y||||10/KRFN/130405/PT_411403_Port_A|6000|||||||||||||||||||6000|||||VPLS:32454|
12.123.80.214/1/0/1/6003|12.123.80.214/1/0/1/6003|12.123.80.214/1/0/1/6003|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||24/KDFN/727780/TY|||Y||||01/KITZ/100311/SB_174470_Port_A|6003|||||||||||||||||||6003|||||VPLS:22224|
143.0.24.237/0/0/4/7|143.0.24.237/0/0/4/7|143.0.24.237/0/0/4/7|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMB1Z1|||||N||||1/Z-Links/CRCYNVMB1Z1/CRCYNVMB1Z2_Port_A|7|||||||||||||||||||||||||
143.0.68.242/3/1/9/185|143.0.68.242/3/1/9/185|143.0.68.242/3/1/9/185|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||SVLAN_2_407558_Port_Z|185|||||||||||||||||||||||||
143.0.68.242/3/1/9/6002|143.0.68.242/3/1/9/6002|143.0.68.242/3/1/9/6002|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||99/ABCD/615551/MN|||Y||||Port_7468120|6002|||||||||||||||AVPN||||6002|||||VPWS:29181|
149.0.3.196/0/0/9/6012|149.0.3.196/0/0/9/6012|149.0.3.196/0/0/9/6012|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||38/EVPS/617829/SD|||Y||||02/UNIF/210412/JP_279745_Port_A|6012|||||||||||||||||||6012|||||VPWS:27550|
12.82.0.62/1/3/1/184|12.82.0.62/1/3/1/184|12.82.0.62/1/3/1/184|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24Q10|||||N||||110/E-Links/ORLDFL24FIP/ORLDFL24Q10_Port_Z|184|||||||||||||||||||||||||
149.0.3.196/5/0/9/6000|149.0.3.196/5/0/9/6000|149.0.3.196/5/0/9/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||00/EVCM/053012/SP|||Y||||78/KRFN/053012/NV_283397_Port_A|6000|||||||||||||||||||6000|||||VPLS:27998|
143.0.68.229/1/0/3/6001|143.0.68.229/1/0/3/6001|143.0.68.229/1/0/3/6001|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB027||04/SOUR/070912/AK|||Y||||01/UNIC/070912/AK_289353_Port_A|6001|||||||||||||||||||6001|||||VPWS:28945|
143.0.68.170/2/0/7/278|143.0.68.170/2/0/7/278|143.0.68.170/2/0/7/278|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB2MX|||||N||||112/E-Links/DYBHFLMA3A8/DYBHFLMB2MX_Port_Z|278|||||||||||||||||||||||||
143.0.68.242/5/0/0/6041|143.0.68.242/5/0/0/6041|143.0.68.242/5/0/0/6041|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||77/KRFN/010223/SZ|||Y||||08/KRFN/508013/RB_414063_Port_A|6041|||||||||||||||||||6041|||||L2CKT:32879|
149.0.3.134/0/0/0/6|149.0.3.134/0/0/0/6|149.0.3.134/0/0/0/6|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMAH06|||||N||||1/E-Links/DYBHFLMAH02/DYBHFLMAH06_Port_Z|6|||||||||||||||||||||||||
12.123.80.29/1/1/0/69|12.123.80.29/1/1/0/69|12.123.80.29/1/1/0/69|ETHERNET-NFO|IPAG|IPAG|true|B|||||S104P/GE1N/ORLDFL32PB1/ORLDFL32SD1|||||ORLDFL32PB1|||||N||||S104P/GE1N/ORLDFL32PB1/ORLDFL32SD1_Port_A|69|||||||||||S104P/GE1N/ORLDFL32PB1/ORLDFL32SD1_Port_Z||||||||||||||
143.0.68.247/4/2/4/72|143.0.68.247/4/2/4/72|143.0.68.247/4/2/4/72|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5|||||N||||CVLAN_3717_291315_Port_A|72|||||||||||||||||||||||||
10.144.0.137/1/3/4/166|10.144.0.137/1/3/4/166|10.144.0.137/1/3/4/166|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/AAAAIPAGAD5/ORLDFLMA51W|||||ORLDFLMA51W|||||N||||102/GE1N/AAAAIPAGAD5/ORLDFLMA51W_Port_Z|166|||||||||||||||||||||||||
143.0.68.168/2/0/5/27|143.0.68.168/2/0/5/27|143.0.68.168/2/0/5/27|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX|||||N||||CVLAN_157_286964_Aend|27|||||||||||||||||||||||||
143.0.68.172/3/0/0/6006|143.0.68.172/3/0/0/6006|143.0.68.172/3/0/0/6006|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV01||93/KRFN/872116/SB|||Y||||08/KRFN/872116/SB_408057_Port_A|6006|||||||||||||||||||6006|||||VPWS:31983|
12.82.0.53/5/1/4/44|12.82.0.53/5/1/4/44|12.82.0.53/5/1/4/44|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24FIP|||||N||||100/E-Links/ORLDFL24FIP/ORLDFL24Q10_Port_A|44|||||||||||||||||||||||||
143.0.68.169/1/0/6/72|143.0.68.169/1/0/6/72|143.0.68.169/1/0/6/72|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMBR01|||||N||||101/E-Links/DYBHFLMBB41/DYBHFLMBR01_Port_Z|72|||||||||||||||||||||||||
12.80.72.33/1/3/7/42|12.80.72.33/1/3/7/42|12.80.72.33/1/3/7/42|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||RLGHNCMA121|||||N||||RLFNC301IB2_RLFNC302IB2_B_2_1_3_BYPASS_Port_A|42|||||||||||||||||||||||||
143.0.68.170/0/3/9/231|143.0.68.170/0/3/9/231|143.0.68.170/0/3/9/231|ETHERNET-NFO|IPAG|IPAG|true|B|||||110/GE1N/DYBHFLMA3A8/DYBHFLMB2MX|||||DYBHFLMB2MX|||||N||||110/GE1N/DYBHFLMA3A8/DYBHFLMB2MX_Port_Z|231|||||||||||110/GE1N/DYBHFLMA3A8/DYBHFLMB2MX_Port_A||||||||||||||
143.0.68.168/2/0/5/24|143.0.68.168/2/0/5/24|143.0.68.168/2/0/5/24|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX|||||N||||CVLAN_204_286930_Aend|24|||||||||||||||||||||||||
12.123.80.214/4/0/8/171|12.123.80.214/4/0/8/171|12.123.80.214/4/0/8/171|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCAHUDK3|||||N||||100/E-Links/SNJSCAHUDK3/SNJSCAHUL51_NMV4092_Port_A|171|||||||||||||||||||||||||
149.9.0.27/1/0/0/6000|149.9.0.27/1/0/0/6000|149.9.0.27/1/0/0/6000|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||99/BULK/011012/MP|||Y||||02/KRFN/010512/SB_264509_Port_A|6000|||||||||||||||||||6000|||||VPLS:25905|
150.0.0.168/5/1/6/6049|150.0.0.168/5/1/6/6049|150.0.0.168/5/1/6/6049|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAI41||00/JAIN/022212/AJ|||Y||||45/NHBH/415258/KJ_276284_Port_A|6049|||||||||||||||||||6049|||||VPWS:26783|
12.123.80.15/1/0/6/71|12.123.80.15/1/0/6/71|12.123.80.15/1/0/6/71|ETHERNET-NFO|IPAG|IPAG|true|B|||||F105S/GE1N/ORLDFL32AS6/ORLDFL321IP|||||ORLDFL321IP|||||N||||F105S/GE1N/ORLDFL32AS6/ORLDFL321IP_Port_Z|71|||||||||||F105S/GE1N/ORLDFL32AS6/ORLDFL321IP_Port_A||||||||||||||
12.123.80.214/0/0/8/6001|12.123.80.214/0/0/8/6001|12.123.80.214/0/0/8/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||48/EVCP/389343/RS|||Y||||01/KRFN/111113/SB_283249_Port_A|6001|||||||||||||||||||6001|||||VPWS:27941|
12.123.80.214/4/1/9/6005|12.123.80.214/4/1/9/6005|12.123.80.214/4/1/9/6005|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||25/DFGH/901231/NK|||Y||||04/UNIF/240387/JP_190556_Port_A|6005|||||||||||||||||||6005||||||
149.9.0.27/0/0/0/6007|149.9.0.27/0/0/0/6007|149.9.0.27/0/0/0/6007|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||74/KSGN/898711/SB|||Y||||56/KRGN/700015/SB_262043_Port_A|6007|||||||||||||||||||6007|||||VPLS:25611|
150.0.0.10/2/0/3/6002|150.0.0.10/2/0/3/6002|150.0.0.10/2/0/3/6002|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA2YP||99/ABCD/995719/MN|||Y||||00/MPAU/213117/SR_288777_Port_A|6002|||||||||||||||||||6002|||||VPWS:28900|
143.0.68.168/7/0/1/6004|143.0.68.168/7/0/1/6004|143.0.68.168/7/0/1/6004|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB1MX||11/KSGN/759894/SB|||Y||||85/KSGN/759254/SB_288635_Port_A|6004|||||||||||||||||||6004|||||VPWS:28888|
12.123.80.197/1/1/6/10|12.123.80.197/1/1/6/10|12.123.80.197/1/1/6/10|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL32ZSA|||||N||||1/E-Links/CRCYNVAA787/ORLDFL32ZSA_Port_Z|10|||||||||||||||||||||||||
149.0.3.196/0/0/8/6008|149.0.3.196/0/0/8/6008|149.0.3.196/0/0/8/6008|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||56/BGHY/787865/EC|||Y||||03/UNIF/210412/JP_279869_Port_A|6008|||||||||||||||||||6008|||||VPWS:27560|
149.9.0.6/1/1/0/34|149.9.0.6/1/1/0/34|149.9.0.6/1/1/0/34|ETHERNET-NFO|IPAG|IPAG|true|B|||||A101Z/GE10/DYBHFLMAJ80/DYBHFLMAWA5|||||DYBHFLMAWA5|||||N||||A101Z/GE10/DYBHFLMAJ80/DYBHFLMAWA5_Port_A|34|||||||||||A101Z/GE10/DYBHFLMAJ80/DYBHFLMAWA5_Port_Z||||||||||||||
148.0.131.182/4/1/6/6015|148.0.131.182/4/1/6/6015|148.0.131.182/4/1/6/6015|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||01/GTRF/458854/SA|||Y||||Port_4782243|6015|||||||||||||||||||6015|||||VPWS:23687|
143.0.68.35/1/0/4/8|143.0.68.35/1/0/4/8|143.0.68.35/1/0/4/8|ETHERNET-NFO|IPAG|IPAG|true|S|||||108/GE1N/CRCYNVMAH02/CRCYNVMAH03|||||CRCYNVMAH02|||||N||||108/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_A|8|||||||||||108/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_Z||||||||||||||
143.0.24.237/0/0/6/21|143.0.24.237/0/0/6/21|143.0.24.237/0/0/6/21|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMB1Z1|||||N||||1/Z-Links/CRCYNVMB1Z1/ORLDFLMA245_NMV4092_Aend|21|||||||||||||||||||||||||
143.0.68.242/4/0/6/6001|143.0.68.242/4/0/6/6001|143.0.68.242/4/0/6/6001|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||99/ABCD/727271/MN|||Y||||24/KRFN/86745/RB_407588_Port_A|6001|||||||||||||||||||6001|||||L2CKT:31918|
143.0.68.242/3/0/3/6004|143.0.68.242/3/0/3/6004|143.0.68.242/3/0/3/6004|NFO-MOBILITY|NTE|IPAG|true|B||||||||||GSVLFLANH02||54/KQGN/485215/SB|||Y||||01/KRFN/789641/RB_405658_Port_A|6004|||||||||||||||||||6004|||||VPWS:31742|
150.0.0.212/0/1/2/53|150.0.0.212/0/1/2/53|150.0.0.212/0/1/2/53|ETHERNET-NFO|IPAG|IPAG|true|S|||||D104P/GE1N/CRCYNVMAA01/CRCYNVMAA08|||||CRCYNVMAA01|||||N||||D104P/GE1N/CRCYNVMAA01/CRCYNVMAA08_Port_A|53|||||||||||D104P/GE1N/CRCYNVMAA01/CRCYNVMAA08_Port_Z||||||||||||||
149.0.3.223/1/0/6/56|149.0.3.223/1/0/6/56|149.0.3.223/1/0/6/56|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMAL10|||||N||||112/E-Links/DYBHFLMAL08/DYBHFLMAL10_Port_Z|56|||||||||||||||||||||||||
12.80.72.33/1/1/4/5|12.80.72.33/1/1/4/5|12.80.72.33/1/1/4/5|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||RLGHNCMA121|||||N||||10/E-Links/RLGHNCMA121/RLGHNCMA421_Port_A|5|||||||||||||||||||||||||
12.82.0.53/5/1/0/17|12.82.0.53/5/1/0/17|12.82.0.53/5/1/0/17|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24FIP|||||N||||101/E-Links/ORLDFL24FIP/ORLDFL24IIP_Port_A|17|||||||||||||||||||||||||
143.0.68.168/1/0/7/6002|143.0.68.168/1/0/7/6002|143.0.68.168/1/0/7/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB1MX||02/SOUR/070912/AK|||Y||||88/KQGN/894362/SB_289268_Port_A|6002|||||||||||||||||||6002|||||VPLS:28939|
150.0.0.212/1/0/8/84|150.0.0.212/1/0/8/84|150.0.0.212/1/0/8/84|ETHERNET-NFO|IPAG|IPAG|true|S|||||JU102/GE1N/CRCYNVMAA01/CRCYNVMAA12|||||CRCYNVMAA01|||||N||||JU102/GE1N/CRCYNVMAA01/CRCYNVMAA12_Port_A|84|||||||||||||||||||||||||
143.0.68.242/4/0/8/209|143.0.68.242/4/0/8/209|143.0.68.242/4/0/8/209|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||1/Z-Links/GSVLFLANH02/GSVLFLAN647_Port_A|209|||||||||||||||||||||||||
150.0.0.217/0/0/2/7|150.0.0.217/0/0/2/7|150.0.0.217/0/0/2/7|ETHERNET-NFO|IPAG|IPAG|true|S|||||JU101/GE1N/CRCYNVMAA04/CRCYNVMAA13|||||CRCYNVMAA04|||||N||||JU101/GE1N/CRCYNVMAA04/CRCYNVMAA13_Port_A|7|||||||||||||||||||||||||
8.8.0.148/1/0/1/3|8.8.0.148/1/0/1/3|8.8.0.148/1/0/1/3|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/CRCYNVAAP01/DYBHFLMA123|||||CRCYNVAAP01|||||N||||P101S/GE1N/CRCYNVAAP01/DYBHFLMA123_Port_A|3|||||||||||P101S/GE1N/CRCYNVAAP01/DYBHFLMA123_Port_Z||||||||||||||
10.144.0.154/2/0/5/6008|10.144.0.154/2/0/5/6008|10.144.0.154/2/0/5/6008|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||86/CUXM/506977/PT|||Y||||86/KRFN/506977/PT_410703_Port_A|6008|||||||||||||||||||6008|||||L2CKT:32351|
143.0.68.242/5/0/0/6019|143.0.68.242/5/0/0/6019|143.0.68.242/5/0/0/6019|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||13/FTRG/567655/DG|||Y||||08/KRFN/508013/RB_411482_Port_A|6019|||||||||||||||||||6019|||||L2CKT:32468|
10.144.0.65/4/0/3/58|10.144.0.65/4/0/3/58|10.144.0.65/4/0/3/58|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA61W|||||N||||10/Z-Links/ORLDFLBOWA1/ORLDFLMA61W_Port_A|58|||||||||||||||||||||||||
10.144.0.155/1/2/6/6005|10.144.0.155/1/2/6/6005|10.144.0.155/1/2/6/6005|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNTCCA0111W||86/VLXM/507043/PT|||Y||||JU101/GE1N/SNJPCABMW01/SNJSCAXAJ01_411397_Port_A|6005|||||||||||||||||||6005|||||VPLS:32454|
8.8.0.154/0/0/3/3|8.8.0.154/0/0/3/3|8.8.0.154/0/0/3/3|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA56W||EVC/SG1/PSES|||Y||||12/KRFN/342313/NV_161445_Port_A|3|||||||||||||||||||3|||||VPLS:63260|
143.0.68.170/4/0/0/6000|143.0.68.170/4/0/0/6000|143.0.68.170/4/0/0/6000|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB2MX||01/SAND/112232/SB|||Y||||01/KQGN/112232/SB_293274_Port_A|6000|||||||||||||||||||6000|||||VPLS:29389|
10.144.0.137/1/3/3/6005|10.144.0.137/1/3/3/6005|10.144.0.137/1/3/3/6005|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLMA51W||10/CUXM/130201/SB|||Y||||10/KRFN/130203/SB_297849_Port_A|6005|||||||||||||||||||6005|||||VPWS:30070|
12.82.0.53/5/1/0/18|12.82.0.53/5/1/0/18|12.82.0.53/5/1/0/18|ETHERNET-NFO|IPAG|IPAG|true|B|||||G104H/GE1N/ORLDFL24FIP/ORLDFL24IIP|||||ORLDFL24FIP|||||N||||G104H/GE1N/ORLDFL24FIP/ORLDFL24IIP_Port_A|18|||||||||||G104H/GE1N/ORLDFL24FIP/ORLDFL24IIP_Port_Z||||||||||||||
149.9.0.27/1/0/0/6001|149.9.0.27/1/0/0/6001|149.9.0.27/1/0/0/6001|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||98/BULK/011112/MP|||Y||||02/KRFN/010512/SB_264797_Port_A|6001|||||||||||||||||||6001|||||VPLS:25920|
10.144.0.137/1/3/5/6032|10.144.0.137/1/3/5/6032|10.144.0.137/1/3/5/6032|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W||11/SITP/567896/VG|||Y||||10/KQGN/110656/SB_234066_Port_A|6032|||||||||||||||||||6032|||||VPWS:23416|
