@ref(networkElement)|@const(IpagPPort)class
@index(PE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|acnaban|bmp_clci|clci|clfi|device_type|evc_name|ineffect|mcn|port_aid|port_ipaddr|port_lag_id|port_lag_ip|port_num|remote_device_name|remote_device_model|remote_device_type|remote_device_ipaddr|remote_deviceloopback10ip|remote_deviceloopbackip|remote_slot_number|remote_slot_name|remote_port_aid|remote_ptnii|subscriber_name|soc|vrf_name|vpn_name|uni_nni
12.123.80.122/2/1/1|12.123.80.122/2/1/1|12.123.80.122/2/1/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/CRCYNVAA2IP/ORLDFL32II3|JUNIPER MX SERIES||||ge-2/1/1||||1|CRCYNVAA2IP||JUNIPER MX SERIES|12.122.122.52|12.123.136.32|12.123.80.26|33|3/3|ge-2/3/3||||||
149.0.3.198/3/0/2|149.0.3.198/3/0/2|149.0.3.198/3/0/2|NFO-MOBILITY|NTE|IPAG|true|S|||||M101N/GE1N/CRCYNVAA1ZA/CRCYNVMAD02|JUNIPER MX SERIES||N||ge-3/0/2||||0|CRCYNVAA1ZA||CIENA NTE|10.204.85.13|||||10||||||
143.0.68.242/3/2/0|143.0.68.242/3/2/0|143.0.68.242/3/2/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||R101B/GE1N/GSVLFLANH02/GSVLFLAN979|JUNIPER MX SERIES||||ge-3/2/0||ae4||0|||||||||||||||
150.0.0.168/2/0/3|150.0.0.168/2/0/3|150.0.0.168/2/0/3|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAGGF/CRCYNVMAI41|JUNIPER MX SERIES||N||ge-2/0/3||||0|CRCYNVMAGGF||CIENA NTE|10.204.83.103|||||9||||||
8.8.0.154/0/1/5|8.8.0.154/0/1/5|8.8.0.154/0/1/5|NFO-MOBILITY|NTE|IPAG|true|S|||||A101P/GE1N/CRCYNVAA56W/CRCYNVAA78F|JUNIPER MX SERIES||N||ge-0/1/5||||0|CRCYNVAA78F||CIENA NTE|10.204.90.218|||||10||||||
143.0.68.170/4/1/4|143.0.68.170/4/1/4|143.0.68.170/4/1/4|NFO-MOBILITY|NTE|IPAG|true|B|||||D102T/GE1N/DYBHFLMBU7D/DYBHFLMB2MX|JUNIPER MX SERIES||N||ge-4/1/4||||0|DYBHFLMBU7D||CIENA NTE|10.204.11.109|||||9||||||
12.82.0.53/2/0/8|12.82.0.53/2/0/8|12.82.0.53/2/0/8|ETHERNET-NFO|IPAG|IPAG|true|B|||||A114A/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-2/0/8||||0|ORLDFL24Q10||JUNIPER MX SERIES|10.204.246.205|12.123.75.40|12.82.0.62|34|3/4|ge-1/3/4||||||
150.0.0.212/0/1/2|150.0.0.212/0/1/2|150.0.0.212/0/1/2|ETHERNET-NFO|IPAG|IPAG|true|S|||||D104P/GE1N/CRCYNVMAA01/CRCYNVMAA08|JUNIPER MX SERIES||||ge-0/1/2||ae22|149.0.19.237|0|CRCYNVMAA08||JUNIPER MX SERIES|10.204.242.4|12.122.130.30|150.0.0.218|0|0/0|ge-4/0/0||||||
10.144.0.137/2/0/5|10.144.0.137/2/0/5|10.144.0.137/2/0/5|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/ORLDFLMA51W/ORLDFLMA6GB|JUNIPER MX SERIES||Y||ge-2/0/5||||0|ORLDFLMA6GB||CIENA NTE|10.204.67.120|||||9||||||
8.8.0.154/5/0/0|8.8.0.154/5/0/0|8.8.0.154/5/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||S101G/GE1N/CRCYNVAA56W/CRCYNVHD1AW|JUNIPER MX SERIES||N||ge-5/0/0||||0|CRCYNVHD1AW||CIENA NTE|10.204.90.96|||||26||||||
12.80.17.93/4/0/1|12.80.17.93/4/0/1|12.80.17.93/4/0/1|ETHERNET-NFO|IPAG|IPAG|true|S|||||JU103/GE1N/ANHMCAMIH02/ANHMCA010AW|JUNIPER MX SERIES||||ge-4/0/1||||1|ANHMCAMIH02||CIENA EMUX|10.204.17.34|||||21||||||
12.123.80.212/2/0/4|12.123.80.212/2/0/4|12.123.80.212/2/0/4|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/SNJSCAHUDK1/SNJSCAHU7B9|JUNIPER MX SERIES||Y||ge-2/0/4||||0|SNJSCAHU7B9||CIENA NTE|10.204.81.32|||||25||||||
148.0.131.182/4/0/4|148.0.131.182/4/0/4|148.0.131.182/4/0/4|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVAA1YP/RENONVYAY3Q|JUNIPER MX SERIES||||ge-4/0/4||ae21|143.0.17.69|1|CRCYNVAA1YP||JUNIPER MX SERIES|12.122.123.59||150.0.0.9|1|0/1|ge-2/0/1||||||
143.0.68.170/0/0/7|143.0.68.170/0/0/7|143.0.68.170/0/0/7|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMB2MX/DYBHFLMB4BD|JUNIPER MX SERIES||Y||ge-0/0/7||||0|DYBHFLMB4BD||CIENA NTE|10.204.11.108|||||9||||||
149.0.3.222/2/0/9|149.0.3.222/2/0/9|149.0.3.222/2/0/9|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMAJ0N/DYBHFLMAL08|JUNIPER MX SERIES||Y||ge-2/0/9||||0|DYBHFLMAJ0N||CIENA NTE|10.204.10.27|||||9||||||
143.0.24.132/4/0/0|143.0.24.132/4/0/0|143.0.24.132/4/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE100/SNJSCA020FW/SNJSCA021EW|JUNIPER MX SERIES||||et-4/0/0||ae20|10.1.188.113|0|SNJSCA021EW||JUNIPER MX SERIES|10.204.244.32|12.122.132.10|143.0.24.131|0|0/0|et-2/0/0||||||
8.8.0.190/3/0/1|8.8.0.190/3/0/1|8.8.0.190/3/0/1|NFO-MOBILITY|NTE|IPAG|true|S|||||K101H/GE1N/CRCYNVAA81W/CRCYNVHV9BW|JUNIPER MX SERIES||Y||ge-3/0/1||||0|CRCYNVHV9BW||CIENA NTE|10.204.90.160|||||25||||||
143.0.68.248/4/0/1|143.0.68.248/4/0/1|143.0.68.248/4/0/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU103/GE1N/DYBHFLMA308/DYBHFLMA893|JUNIPER MX SERIES||Y||ge-4/0/1||||0|DYBHFLMA893||CIENA NTE|10.204.11.251|||||9||||||
143.0.68.34/1/0/2|143.0.68.34/1/0/2|143.0.68.34/1/0/2|ETHERNET-NFO|IPAG|IPAG|true|S|||||106/GE1N/CRCYNVMAH02/CRCYNVMAH03|JUNIPER MX SERIES||||ge-1/0/2||ae20|149.0.30.33|1|CRCYNVMAH02||JUNIPER MX SERIES|143.1.33.22|147.0.0.22|143.0.68.35|2|0/2|ge-1/0/2||||||
12.82.0.62/1/1/5|12.82.0.62/1/1/5|12.82.0.62/1/1/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||O103I/GE1N/ORLDFL24D1Q/ORLDFL24Q10|JUNIPER MX SERIES||||ge-1/1/5||ae4||1|ORLDFL24D1Q||JUNIPER MX SERIES|10.204.246.206|12.123.75.41|12.82.0.63|6|0/6|ge-5/0/6||||||
150.0.0.216/1/0/0|150.0.0.216/1/0/0|150.0.0.216/1/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||E102F/GE1N/CRCYNVMAA05/CRCYNVMAA46|JUNIPER MX SERIES||||ge-1/0/0||||0|CRCYNVMAA46||CIENA EMUX|10.204.83.130|||||22||||||
12.123.80.29/1/1/7|12.123.80.29/1/1/7|12.123.80.29/1/1/7|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/ORLDFL32FDY/ORLDFL32PB1|JUNIPER MX SERIES||||ge-1/1/7||||1|ORLDFL32FDY||JUNIPER MX SERIES|12.122.122.176|12.122.128.50|12.123.80.142|9|0/9|ge-0/0/9||||||
149.0.3.222/5/1/1|149.0.3.222/5/1/1|149.0.3.222/5/1/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAER1/DYBHFLMAL08|JUNIPER MX SERIES||N||ge-5/1/1||||0|DYBHFLMAER1||CIENA NTE|10.204.9.200|||||9||||||
143.0.68.242/3/2/4|143.0.68.242/3/2/4|143.0.68.242/3/2/4|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/GSVLFLANH02/GSVLFLANR5F|JUNIPER MX SERIES||||ge-3/2/4||ae9||0|GSVLFLANR5F||ADTRAN 5000 SERIES|10.204.144.68|||||1||||||
12.80.72.42/0/0/0|12.80.72.42/0/0/0|12.80.72.42/0/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||101/GE1N/RLGHNCMAN78/RLGHNCMAN79|JUNIPER MX SERIES||N||ge-0/0/0||||0|RLGHNCMAN79||CIENA NTE|10.204.200.205|||||25||||||
150.0.0.168/2/0/0|150.0.0.168/2/0/0|150.0.0.168/2/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||H103J/GE1N/CRCYNVMAE40/CRCYNVMAI41|JUNIPER MX SERIES||||ge-2/0/0||ae0||0|CRCYNVMAE40||CIENA EMUX|10.204.82.209|||||22||||||
150.0.0.10/2/0/1|150.0.0.10/2/0/1|150.0.0.10/2/0/1|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/CRCYNVAA2YP/CRCYNVAA3YL|JUNIPER MX SERIES||Y||ge-2/0/1||||0|CRCYNVAA3YL||CIENA NTE|10.204.81.173|||||25||||||
143.0.68.169/2/2/0|143.0.68.169/2/2/0|143.0.68.169/2/2/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||103/GE1N/DYBHFLMBB41/DYBHFLMBR01|JUNIPER MX SERIES||||ge-2/2/0||ae26|143.1.197.181|1|DYBHFLMBB41||JUNIPER MX SERIES|10.204.242.153|12.122.130.149|149.0.3.231|3|0/3|ge-3/0/3||||||
150.0.0.168/5/1/8|150.0.0.168/5/1/8|150.0.0.168/5/1/8|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAI41/CRCYNVMA5U1|JUNIPER MX SERIES||Y||ge-5/1/8||||0|CRCYNVMA5U1||CIENA NTE|10.204.83.218|||||9||||||
143.0.68.168/1/0/4|143.0.68.168/1/0/4|143.0.68.168/1/0/4|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMA375/DYBHFLMB1MX|JUNIPER MX SERIES||N||ge-1/0/4||||0|DYBHFLMA375||CIENA NTE|10.204.10.189|||||9||||||
149.8.0.17/1/0/4|149.8.0.17/1/0/4|149.8.0.17/1/0/4|ETHERNET-NFO|IPAG|IPAG|true|S|||||A102J/GE1N/SNJSCAHUDK3/SNJSCAHUTJ6|JUNIPER MX SERIES||||ge-1/0/4||ae25|149.0.18.117|1|SNJSCAHUDK3||JUNIPER MX SERIES|12.122.122.250|12.122.128.108|12.123.80.214|13|1/3|ge-2/1/3||||||
10.144.0.137/1/2/3|10.144.0.137/1/2/3|10.144.0.137/1/2/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||G101H/GE1N/ORLDFLMA01A/ORLDFLMA51W|JUNIPER MX SERIES||||ge-1/2/3||ae23|143.1.196.65|1|ORLDFLMA01A||JUNIPER MX SERIES|10.204.242.107|12.122.130.103|10.0.38.72|4|0/4|ge-0/0/4||||||
143.0.68.247/0/0/2|143.0.68.247/0/0/2|143.0.68.247/0/0/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||104/GE1N/GSVLFLANCT5/GSVLFLANWAK|JUNIPER MX SERIES||||ge-0/0/2||ae2||0|GSVLFLANWAK||CIENA EMUX|10.204.132.90|||||22||||||
149.0.3.128/4/0/0|149.0.3.128/4/0/0|149.0.3.128/4/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAH71/DYBHFLMAWAN|JUNIPER MX SERIES||Y||ge-4/0/0||||0|DYBHFLMAWAN||CIENA NTE|10.204.9.63|||||25||||||
149.0.3.196/2/0/4|149.0.3.196/2/0/4|149.0.3.196/2/0/4|NFO-MOBILITY|NTE|IPAG|true|S|||||JU102/GE1N/CRCYNVMAD01/CRCYNVMAZIS|JUNIPER MX SERIES||Y||ge-2/0/4||||0|CRCYNVMAZIS||CIENA NTE|10.204.85.56|||||9||||||
143.0.68.172/4/2/0|143.0.68.172/4/2/0|143.0.68.172/4/2/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMCV01/DYBHFLMC3EN|JUNIPER MX SERIES||Y||ge-4/2/0||||0|DYBHFLMC3EN||CIENA NTE|10.204.12.57|||||9||||||
143.0.68.184/0/0/2|143.0.68.184/0/0/2|143.0.68.184/0/0/2|NFO-MOBILITY|NTE|IPAG|true|B|||||JU103/GE1N/DYBHFLMCV22/DYBHFLMCV24|JUNIPER MX SERIES||Y||ge-0/0/2||||0|DYBHFLMCV24||CIENA NTE|10.204.10.102|||||9||||||
148.0.131.229/5/0/0|148.0.131.229/5/0/0|148.0.131.229/5/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU102/GE1N/CRCYNVAA72A/CRCYNVAA72B|JUNIPER MX SERIES||Y||ge-5/0/0||||0|CRCYNVAA72B||CIENA NTE|10.204.82.142|||||25||||||
10.144.0.154/1/0/1|10.144.0.154/1/0/1|10.144.0.154/1/0/1|NFO-MOBILITY|NTE|IPAG|true|S|||||JU108/GE1N/SNJSCAGNH02/SNJSCA02W31|JUNIPER MX SERIES||Y||ge-1/0/1||||0|SNJSCAGNH02||CIENA NTE|10.204.1.66|||||9||||||
12.123.80.27/1/3/8|12.123.80.27/1/3/8|12.123.80.27/1/3/8|ETHERNET-NFO|IPAG|IPAG|true|S|||||Q102W/GE1N/CRCYNVAA2IP/CRCYNVAA3IP|JUNIPER MX SERIES||||ge-1/3/8||ae113|72.26.39.137|1|CRCYNVAA2IP||JUNIPER MX SERIES|12.122.122.52|12.123.136.32|12.123.80.26|30|3/0|ge-2/3/0||||||
143.0.68.248/1/2/0|143.0.68.248/1/2/0|143.0.68.248/1/2/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMA308/DYBHFLMA671|JUNIPER MX SERIES||Y||ge-1/2/0||||0|DYBHFLMA671||CIENA NTE|10.204.11.198|||||9||||||
143.0.24.237/1/0/1|143.0.24.237/1/0/1|143.0.24.237/1/0/1|ETHERNET-NFO|IPAG|IPAG|true|S|||||102/GE1N/CRCYNVMB1Z1/ORLDFLMA245|JUNIPER MX SERIES||||ge-1/0/1||ae1||0|||||||||||||||
12.123.80.214/1/0/2|12.123.80.214/1/0/2|12.123.80.214/1/0/2|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/SNJSCAHUDK3/SNJSCAHUDV7|JUNIPER MX SERIES||Y||ge-1/0/2||||0|SNJSCAHUDV7||CIENA NTE|10.204.80.235|||||26||||||
143.0.68.184/0/0/9|143.0.68.184/0/0/9|143.0.68.184/0/0/9|ETHERNET-NFO|IPAG|IPAG|true|B|||||D105R/GE1N/DYBHFLMBR01/DYBHFLMCV22|JUNIPER MX SERIES||||ge-0/0/9||ae29|143.1.197.237|1|DYBHFLMBR01||JUNIPER MX SERIES|10.204.243.41|12.122.131.32|143.0.68.169|2|0/2|ge-2/0/2||||||
143.0.68.170/4/0/0|143.0.68.170/4/0/0|143.0.68.170/4/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMB2ML/DYBHFLMB2MX|JUNIPER MX SERIES||Y||ge-4/0/0||||0|DYBHFLMB2ML||CIENA NTE|10.204.11.42|||||25||||||
149.0.3.198/3/0/0|149.0.3.198/3/0/0|149.0.3.198/3/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||M102N/GE1N/CRCYNVAA1VA/CRCYNVMAD02|JUNIPER MX SERIES||||ge-3/0/0||ae1||0|CRCYNVAA1VA||CIENA EMUX|10.204.84.250|||||22||||||
143.0.68.72/1/0/2|143.0.68.72/1/0/2|143.0.68.72/1/0/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU105/GE1N/JCVLFLSEH05/JCVLFLSEN07|JUNIPER MX SERIES||||ge-1/0/2||ae1||0|JCVLFLSEH05||CIENA EMUX|10.204.161.8|||||21||||||
149.9.0.6/0/1/0|149.9.0.6/0/1/0|149.9.0.6/0/1/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JP101/GE10/DYBHFLMAWA5/DYBHFLMAWB5|JUNIPER MX SERIES||Y||xe-0/1/0||||0|DYBHFLMAWB5||CIENA NTE|10.204.9.67|||||11||||||
10.144.0.65/0/3/0|10.144.0.65/0/3/0|10.144.0.65/0/3/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||107/GE10/ORLDFLMA51W/ORLDFLMA61W|JUNIPER MX SERIES||||xe-0/3/0||ae31|10.1.188.157|1|ORLDFLMA51W||JUNIPER MX SERIES|192.168.112.26||10.144.0.137|0|0/0|xe-0/0/0||||||
12.80.68.135/4/0/3|12.80.68.135/4/0/3|12.80.68.135/4/0/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||J101P/GE1N/RLGHNCMOAEX/RLGHNCMOW2K|JUNIPER MX SERIES||||ge-4/0/3||ae2||1|RLGHNCMOAEX||CIENA EMUX|10.204.160.116|||||22||||||
143.0.68.170/2/0/5|143.0.68.170/2/0/5|143.0.68.170/2/0/5|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMB063/DYBHFLMB2MX|JUNIPER MX SERIES||Y||ge-2/0/5||||0|DYBHFLMB063||CIENA NTE|10.204.11.28|||||9||||||
12.123.80.27/2/1/2|12.123.80.27/2/1/2|12.123.80.27/2/1/2|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/CRCYNVAA3IP/CRCYNVAA3T1|JUNIPER MX SERIES||N||ge-2/1/2||||0|CRCYNVAA3T1||CIENA NTE|10.204.80.171|||||25||||||
149.0.3.198/3/0/3|149.0.3.198/3/0/3|149.0.3.198/3/0/3|NFO-MOBILITY|NTE|IPAG|true|S|||||JU102/GE1N/CRCYNVMAD02/CRCYNVMAD20|JUNIPER MX SERIES||Y||ge-3/0/3||||0|CRCYNVMAD20||CIENA NTE|10.204.84.219|||||10||||||
150.0.0.168/5/3/7|150.0.0.168/5/3/7|150.0.0.168/5/3/7|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVMAB69/CRCYNVMAI41|JUNIPER MX SERIES||||ge-5/3/7||ae21|149.0.19.217|1|CRCYNVMAB69||JUNIPER MX SERIES|10.204.241.109|12.122.129.144|150.0.0.164|3|0/3|ge-0/0/3||||||
150.0.0.46/5/0/0|150.0.0.46/5/0/0|150.0.0.46/5/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAWBU/DYBHFLMAWBV|JUNIPER MX SERIES||Y||ge-5/0/0||||0|DYBHFLMAWBU||CIENA NTE|10.204.8.72|||||10||||||
12.123.80.212/0/0/1|12.123.80.212/0/0/1|12.123.80.212/0/0/1|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/SNJSCAHUDK1/SNJSCAHUDK3|JUNIPER MX SERIES||||ge-0/0/1||ae20|149.0.18.65|0|SNJSCAHUDK3||JUNIPER MX SERIES|12.122.122.250|12.122.128.108|12.123.80.214|2|0/2|ge-0/0/2||||||
143.0.68.43/5/0/0|143.0.68.43/5/0/0|143.0.68.43/5/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAKR9/CRCYNVMAW71|JUNIPER MX SERIES||N||ge-5/0/0||||0|CRCYNVMAKR9||CIENA NTE|10.204.84.196|||||9||||||
12.123.80.202/0/0/0|12.123.80.202/0/0/0|12.123.80.202/0/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||S101P/GE1N/ORLDFL32K59/ORLDFL32N30|JUNIPER MX SERIES||N||ge-0/0/0||||0|ORLDFL32N30||CIENA NTE|10.204.65.131|||||25||||||
12.123.80.27/1/1/2|12.123.80.27/1/1/2|12.123.80.27/1/1/2|NFO-MOBILITY|NTE|IPAG|true|S|||||V101B/GE1N/CRCYNVAA3IP/CRCYNVHU7LG|JUNIPER MX SERIES||N||ge-1/1/2||||0|CRCYNVHU7LG||CIENA NTE|10.204.80.86|||||25||||||
149.0.3.223/5/1/0|149.0.3.223/5/1/0|149.0.3.223/5/1/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU104/GE1N/DYBHFLMAL10/DYBHFLMAZX3|JUNIPER MX SERIES||N||ge-5/1/0||||0|DYBHFLMAZX3||CIENA NTE|10.204.10.46|||||10||||||
150.0.0.212/1/0/2|150.0.0.212/1/0/2|150.0.0.212/1/0/2|ETHERNET-NFO|IPAG|IPAG|true|S|||||P105B/GE1N/CRCYNVMAA01/CRCYNVMAA50|JUNIPER MX SERIES||||ge-1/0/2||ae1||0|CRCYNVMAA50||ADTRAN 5000 SERIES|10.204.83.97|||||1||||||
143.0.68.184/0/1/1|143.0.68.184/0/1/1|143.0.68.184/0/1/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMCA30/DYBHFLMCV22|JUNIPER MX SERIES||Y||ge-0/1/1||||0|DYBHFLMCA30||CIENA NTE|10.204.10.127|||||9||||||
8.8.0.148/1/0/4|8.8.0.148/1/0/4|8.8.0.148/1/0/4|NFO-MOBILITY|NTE|IPAG|true|S|||||A101P/GE1N/CRCYNVAAP01/CRCYNVAAP07|JUNIPER MX SERIES||N||ge-1/0/4||||0|CRCYNVAAP07||CIENA NTE|10.204.90.105|||||25||||||
12.123.80.27/1/1/8|12.123.80.27/1/1/8|12.123.80.27/1/1/8|NFO-MOBILITY|NTE|IPAG|true|S|||||B101N/GE1N/CRCYNVAA3IP/CRCYNVHU9LH|JUNIPER MX SERIES||N||ge-1/1/8||||0|CRCYNVHU9LH||CIENA NTE|10.204.80.97|||||25||||||
149.0.3.222/2/0/7|149.0.3.222/2/0/7|149.0.3.222/2/0/7|NFO-MOBILITY|NTE|IPAG|true|B|||||R102S/GE1N/DYBHFLMAL08/DYBHFLMA4L0|JUNIPER MX SERIES||N||ge-2/0/7||||0|DYBHFLMA4L0||CIENA NTE|10.204.10.20|||||9||||||
143.0.68.212/5/0/0|143.0.68.212/5/0/0|143.0.68.212/5/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/GSVLFLSTR02/GSVLFLST5MD|JUNIPER MX SERIES||Y||ge-5/0/0||||0|GSVLFLSTR02||CIENA NTE|10.204.132.149|||||9||||||
143.0.68.170/1/0/2|143.0.68.170/1/0/2|143.0.68.170/1/0/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/DYBHFLMBR01/DYBHFLMB2MX|JUNIPER MX SERIES||||ge-1/0/2||ae21|143.1.196.81|1|DYBHFLMBR01||JUNIPER MX SERIES|10.204.243.41|12.122.131.32|143.0.68.169|2|0/2|ge-1/0/2||||||
12.123.80.17/1/0/6|12.123.80.17/1/0/6|12.123.80.17/1/0/6|ETHERNET-NFO|IPAG|IPAG|true|S|||||H101G/GE1N/CRCYNVAA1IP/CRCYNVAA2IP|JUNIPER MX SERIES||||ge-1/0/6||ae20|107.18.20.213|0|CRCYNVAA2IP||JUNIPER MX SERIES|12.122.122.52|12.123.136.32|12.123.80.26|9|0/9|ge-2/0/9||||||
12.80.84.29/3/0/2|12.80.84.29/3/0/2|12.80.84.29/3/0/2|NFO-MOBILITY|NTE|IPAG|true|S|||||104/GE1N/CRCYNVHU1AW/CRCYNVMA51W|JUNIPER MX SERIES||N||ge-3/0/2||||1|CRCYNVHU1AW||CIENA NTE|10.204.6.69|||||26||||||
149.0.3.216/1/0/0|149.0.3.216/1/0/0|149.0.3.216/1/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||102/GE1N/CRCYNVMAD05/CRCYNVMAD79|JUNIPER MX SERIES||||ge-1/0/0||ae0||0|CRCYNVMAD79||CIENA EMUX|10.204.84.243|||||22||||||
143.0.68.168/2/0/6|143.0.68.168/2/0/6|143.0.68.168/2/0/6|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMB1MX/DYBHFLMB468|JUNIPER MX SERIES||Y||ge-2/0/6||||0|DYBHFLMB468||CIENA NTE|10.204.10.147|||||9||||||
143.0.68.35/1/1/1|143.0.68.35/1/1/1|143.0.68.35/1/1/1|ETHERNET-NFO|IPAG|IPAG|true|S|||||W104E/GE1N/CRCYNVMAH01/CRCYNVMAH02|JUNIPER MX SERIES||||ge-1/1/1||ae22|149.0.30.237|1|CRCYNVMAH01||JUNIPER MX SERIES|10.204.242.45|12.122.129.222|149.9.0.28|8|0/8|ge-5/0/8||||||
143.0.24.130/1/2/1|143.0.24.130/1/2/1|143.0.24.130/1/2/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JP103/GE10/ORLDFLPH1SW/ORLDFLQEH00|JUNIPER MX SERIES||Y||xe-1/2/1||||0|ORLDFLQEH00||CIENA NTE|10.204.67.105|||||9||||||
12.123.80.15/0/0/5|12.123.80.15/0/0/5|12.123.80.15/0/0/5|NFO-MOBILITY|NTE|IPAG|true|B|||||E101D/GE1N/ORLDFL321IP/STAGFLMAT1Z|JUNIPER MX SERIES||N||ge-0/0/5||||0|STAGFLMAT1Z||CIENA NTE|10.204.136.86|||||25||||||
149.0.3.196/0/1/9|149.0.3.196/0/1/9|149.0.3.196/0/1/9|NFO-MOBILITY|NTE|IPAG|true|S|||||JU102/GE1N/CRCYNVAA29H/CRCYNVMAD01|JUNIPER MX SERIES||Y||ge-0/1/9||||0|CRCYNVAA29H||CIENA NTE|10.204.85.6|||||10||||||
143.0.68.170/4/0/8|143.0.68.170/4/0/8|143.0.68.170/4/0/8|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMBOPO/DYBHFLMB2MX|JUNIPER MX SERIES||Y||ge-4/0/8||||0|DYBHFLMBOPO||CIENA NTE|10.204.11.94|||||9||||||
149.9.0.6/1/1/0|149.9.0.6/1/1/0|149.9.0.6/1/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||A101Z/GE10/DYBHFLMAJ80/DYBHFLMAWA5|JUNIPER MX SERIES||||xe-1/1/0||ae11|149.0.30.113|0|DYBHFLMAJ80||VR1||||||||||||
10.144.0.154/2/1/1|10.144.0.154/2/1/1|10.144.0.154/2/1/1|ETHERNET-NFO|IPAG|IPAG|true|S|||||112/GE1N/SNJSCAJN0IW/SNJSCA02W31|JUNIPER MX SERIES||||ge-2/1/1||ae4||0|||||||||||||||
149.0.3.222/4/0/5|149.0.3.222/4/0/5|149.0.3.222/4/0/5|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL08/DYBHFLMAZK1|JUNIPER MX SERIES||Y||ge-4/0/5||||0|DYBHFLMAZK1||CIENA NTE|10.204.10.35|||||9||||||
12.123.80.214/4/2/2|12.123.80.214/4/2/2|12.123.80.214/4/2/2|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/SNJSCAHUDK3/SNJSCAHUHLE|JUNIPER MX SERIES||Y||ge-4/2/2||||0|SNJSCAHUHLE||CIENA NTE|10.204.81.143|||||26||||||
